City,Price,Bedroom,Bathroom,Floors,Area,Road_Width,Road_Type,Neighborhood,Amenities_Count,Property_Age
Kathmandu,100000000,8,9,4,13.5,13,Paved,ghattekulo,0,17
Kathmandu,60000000,6,3,3,9.25,20,Paved,old baneshwor,0,32
Kathmandu,4000000,0,0,3,4.875,20,Paved,raniban,0,8
Kathmandu,65000000,5,5,3,15,13,Soil Stabilized,budhanilkantha,9,7
Kathmandu,56000000,6,6,3,10,20,Soil Stabilized,golfutar,8,8
Kathmandu,44500000,6,5,3,8.1,15,Paved,budhanilkantha,8,6
Kathmandu,85000000,5,5,3,17,13,Soil Stabilized,hattigauda,9,8
Kathmandu,38000000,0,0,3,8,13,Paved,balaju,0,8
Kathmandu,2000000,0,0,3,7,16,Paved,kalanki,0,8
Kathmandu,1375000,0,0,3,4,13,Gravelled,chandragiri,0,8
Kathmandu,1450000,0,0,3,4,13,Paved,thankot,0,8
Kathmandu,19000000,8,0,3,3.125,10,Paved,radha krisna mandir,10,8
Kathmandu,50000,6,3,2,6.5,10,Paved,jorpati,10,64
Kathmandu,1700000,0,0,3,6.5,14,Paved,thankot,0,8
Kathmandu,7500000,3,1,1,2.5,4,Soil Stabilized,kadaghari,0,8
Kathmandu,47500000,5,4,3,8,20,Paved,budhanilkantha,0,12
Kathmandu,25000000,3,3,3,4,20,Paved,dhapasi,0,8
Lalitpur,22500000,7,2,3,3.875,13,Gravelled,imadol,0,8
Lalitpur,35000000,5,4,3,6,20,Paved,thaiba,0,13
Kathmandu,50000000,7,4,2,7,10,Paved,mid baneshwor,13,6
Lalitpur,4000000,0,0,3,5.5,12,Gravelled,chakupat,0,8
Kathmandu,25000000,7,5,4,3,13,Gravelled,balaju,11,63
Kathmandu,16500000,0,0,2,3.0625,14,Paved,syuchatar,8,6
Kathmandu,46000000,5,4,3,7,13,Paved,chhauni,5,8
Bhaktapur,30000000,5,4,3,7.5,15,Paved,kausaltar,0,8
Bhaktapur,1700000,0,0,3,4.8125,20,Gravelled,bhaktapur,0,8
Kathmandu,3300000,0,0,3,5.5,26.24672,Soil Stabilized,mulpani,0,8
Kathmandu,7000000,0,0,3,4,20,Paved,gongabu,0,8
Kathmandu,28000000,2,4,3,5,13,Gravelled,basbari,0,8
Kathmandu,35000000,0,0,3,4.25,13,Paved,mid baneshwor,0,8
Kathmandu,49000000,0,0,3,4.5,12,Paved,thapagaun,0,8
Kathmandu,20000,2,1,3,6,13,Soil Stabilized,budhanilkantha,7,64
Kathmandu,21500000,5,5,3,3.5,13,Gravelled,bhangal,0,6
Kathmandu,3900000,0,0,3,8,15,Paved,tokha,0,8
Kathmandu,6700000,0,0,3,4,33,Soil Stabilized,golfutar,0,8
Kathmandu,25500000,7,5,3,5,20,Gravelled,budhanilkantha,3,6
Kathmandu,4200000,0,0,3,8,15,Paved,budhanilkantha,0,8
Kathmandu,16500000,8,0,3,3.0625,13,Gravelled,gothatar,0,8
Kathmandu,22000000,11,0,3,4.25,13,Gravelled,bhangal,0,8
Bhaktapur,10500000,0,0,3,4,10,Paved,changunarayan,0,8
Kathmandu,2200000,0,0,3,9.5,18,Paved,budhanilkantha,0,8
Lalitpur,1250000,0,0,3,4.25,20,Soil Stabilized,lubhu,0,8
Kathmandu,70000000,5,7,2,12,14,Paved,dhumbarahi,17,8
Kathmandu,39500000,5,6,3,5.75,20,Paved,banasthali,13,8
Kathmandu,18000000,2,1,1,5.25,12,Paved,chabahil,1,8
Lalitpur,4300000,0,0,3,5,26,Paved,mahalaxmisthan,0,8
Kathmandu,22000000,3,4,3,3,14,Soil Stabilized,sitapaila,5,64
Kathmandu,110000,0,6,3,6,22,Paved,tarkeshwor,6,8
Kathmandu,5500000,0,0,3,9,16,Paved,baluwatar,0,8
Kathmandu,8500000,0,0,3,7,16,Paved,naxal,0,8
Kathmandu,47000000,18,6,3,6,13,Paved,sukedhara,11,8
Kathmandu,175000,0,0,4,5.259313367,42,Paved,baluwatar,0,8
Kathmandu,22500000,0,4,3,3,12,Gravelled,kathmandu nepal,4,73
Kathmandu,45000000,6,6,3,8,20,Paved,dhapasi,18,8
Kathmandu,130000000,6,7,2,26,20,Paved,budhanilkantha,18,65
Kathmandu,15000000,0,0,3,9,60,Paved,lazimpat,0,8
Kathmandu,7500000,0,0,3,9.25,45,Paved,dhumbarahi,0,8
Kathmandu,4000000,0,0,3,6.5,12,Paved,dhapasi,0,8
Kathmandu,120000000,4,5,2,12.125,20,Paved,mid baneshwor,13,8
Kathmandu,100000,2,2,9,4.005843682,0,Soil Stabilized,bishal nagar,18,8
Lalitpur,45000,3,3,3,2.5,16,Gravelled,gwarko,5,6
Kathmandu,350000,0,0,8,6.428049671,98.4252,Paved,baneshwor,10,8
Kathmandu,22000000,6,5,3,5,14,Gravelled,kapan,9,66
Lalitpur,17000000,3,2,2,4,13,Gravelled,tikathali,1,63
Kathmandu,30000000,10,8,4,4,30,Paved,budhanilkantha,5,14
Kathmandu,7000000,0,0,3,3,10,Soil Stabilized,kavresthali,0,8
Lalitpur,19000000,4,4,3,4.0625,13,Gravelled,thaiba,11,7
Kathmandu,12000000,1,1,1,2.6875,10,Gravelled,tarakeshwar,8,6
Kathmandu,122500000,23,10,3,2.5,15,Paved,newroad,0,8
Kathmandu,55000,4,4,3,6.135865595,15,Gravelled,boudha,0,8
Kathmandu,1500000,0,0,3,3.5,12,Gravelled,thali,0,8
Kathmandu,1300000,0,0,3,4,4,Soil Stabilized,thali,0,8
Kathmandu,1350000,0,0,3,6,12,Gravelled,thali,0,8
Kathmandu,80000,6,2,3,5,20,Paved,minbhawan,0,20
Kathmandu,20000000,0,0,3,4,15,Soil Stabilized,dashindhoka jorpati,0,8
Lalitpur,17000000,8,3,3,3,13,Paved,tikathali,0,8
Kathmandu,17000000,0,0,3,3,10,Gravelled,tarkeshwor,0,8
Kathmandu,8500000,4,0,3,2.5,10,Soil Stabilized,tarkeshwor,0,8
Lalitpur,1100000,0,0,3,5,20,Gravelled,godawari,0,8
Lalitpur,15500000,8,0,3,3,20,Gravelled,harisiddhi,0,8
Kathmandu,2600000,0,0,3,7,20,Paved,naikap,0,8
Pokhara,60000000,0,0,3,48.1875,20,Paved,pokhara,0,8
Kathmandu,24000,0,3,2,13,0,Paved,koteshwor,7,30
Kathmandu,5600000,0,0,3,5,15,Paved,tinkune,0,8
Kathmandu,44000000,5,6,3,4,15,Paved,samakhusi,6,6
Kathmandu,100000000,6,6,3,20,20,Paved,budhanilkantha,15,11
Kathmandu,96000000,5,7,3,18,20,Paved,budhanilkantha,18,8
Kathmandu,28500000,6,6,3,4.5,20,Paved,bhangal,6,6
Kathmandu,22500000,0,0,3,4,16,Paved,kadaghari,0,8
Kathmandu,41000000,17,10,3,8.1,15,Paved,swayambhu,8,8
Lalitpur,2500000,0,0,3,5,0,Soil Stabilized,bhaisepati,0,8
Kathmandu,1200000,0,0,3,5.405405405,40,Paved,jamal,0,8
Kathmandu,170000,3,4,7,6.135865595,20,Paved,naxal,17,8
Kathmandu,65000000,5,6,3,6.5,15,Paved,maharajgunj,10,6
Lalitpur,95000,4,2,4,8,0,Paved,kupondole,8,8
Bhaktapur,15000,2,1,3,2.629656684,15,Paved,balkot,0,8
Kathmandu,115000000,4,4,3,18,13,Paved,basbari,22,73
Kathmandu,4000000,0,0,3,5,0,Soil Stabilized,near sunrise bank,0,8
Kathmandu,1400000,0,0,3,4,0,Soil Stabilized,tarakeshwar,0,8
Lalitpur,3500000,0,0,3,4,20,Paved,bhaisepati,0,8
Lalitpur,2300000,0,0,3,5,13,Paved,hattiban,0,8
Pokhara,230000,0,0,3,8,32,Paved,lekhnath,0,8
Kathmandu,2100000,0,0,3,4,16,Gravelled,kirtipur,0,8
Kathmandu,35000000,6,4,3,6.5,32,Paved,dhapasi,7,8
Kathmandu,140000000,7,4,3,23,26,Paved,dhungedhara,2,8
Bhaktapur,7500000,0,0,3,3,13,Gravelled,duwakot,0,8
Kathmandu,9500000,0,0,3,2.75,10,Paved,naikap,0,8
Kathmandu,20000000,0,0,3,3.25,13,Paved,bhangal,0,8
Kathmandu,18000000,0,0,3,3,16,Paved,hattigauda,0,8
Kathmandu,160000,0,4,6,7.012417823,0,Soil Stabilized,newroad,4,71
Kathmandu,35000000,0,0,3,7,15,Gravelled,hattigauda,0,8
Dharan,25000,0,0,3,6.428049671,13,Paved,dharan,0,8
Kathmandu,15000,0,0,3,8,24,Paved,narayanthan,0,64
Kathmandu,25000,1,1,3,6,16,Paved,banasthali,15,69
Kathmandu,35000,0,2,3,3,0,Soil Stabilized,lazimpat,4,8
Kathmandu,5500000,0,0,3,4.5,16,Paved,sairam chowk,1,8
Lalitpur,17600000,2,2,3,2.8125,13,Soil Stabilized,patan,7,8
Kathmandu,18500000,0,0,3,3.5,13,Gravelled,kapan,0,8
Lalitpur,25000000,0,0,3,5.5,12,Gravelled,bhaisepati,9,8
Kathmandu,33000000,5,4,4,5,12,Paved,anamnagar,5,14
Kathmandu,22000,2,2,3,6,13,Paved,balkhu,2,8
Kathmandu,22500000,9,4,3,3,13,Paved,samakhusi,6,8
Kathmandu,27500000,6,3,3,4,13,Paved,samakhusi,9,8
Lalitpur,23800000,6,3,3,4,13,Gravelled,imadol,6,66
Kathmandu,18500000,8,0,3,3.5,12,Soil Stabilized,naikap,0,8
Kathmandu,33000000,12,0,3,6.25,12,Gravelled,kirtipur,0,8
Kathmandu,23000000,10,0,3,4,12,Paved,swayambhu,8,8
Kathmandu,15500000,7,0,3,3,12,Gravelled,balambu,0,8
Bhaktapur,8500000,0,0,3,2.625,26.24672,Soil Stabilized,madhyapur thimi,0,8
Kathmandu,2225000,0,0,3,9.625,15,Gravelled,budhanilkantha,0,8
Kathmandu,19000000,0,0,3,2.75,10,Paved,dhumbarahi,0,8
Kathmandu,29800000,0,0,3,5.5,15,Paved,basundhara,0,8
Kathmandu,3500000,0,0,3,5,14,Gravelled,kalanki,1,8
Kathmandu,17000,3,3,3,4,17,Soil Stabilized,gokarneshwor,3,63
Kathmandu,26200000,13,0,3,6.25,13,Paved,budhanilkantha,0,8
Kathmandu,4600000,0,0,1,3,13,Soil Stabilized,tathali,0,8
Lalitpur,1000000,0,0,3,5,17,Gravelled,lubhu,0,8
Lalitpur,26500000,4,4,3,5,16,Gravelled,nakkhu,13,7
Kathmandu,8500000,0,0,3,8.0625,13,Paved,gaushala,0,8
Kathmandu,40000,0,2,3,4.090577064,36.08924,Gravelled,nagarjun,0,8
Kathmandu,41000000,5,4,2,8.25,13,Paved,budhanilkantha,0,9
Lalitpur,175000,0,0,3,6.428049671,15,Paved,dhobighat,0,8
Kathmandu,42000000,11,0,3,7,15,Paved,basundhara,0,8
Kathmandu,15000,2,1,4,2.828341855,32,Paved,dhapasi,15,67
Kathmandu,2800000,0,0,3,5,10,Soil Stabilized,kageshwari-manohara,0,8
Bhaktapur,1300000,0,0,3,10,13,Gravelled,saraswatikhel,0,8
Kathmandu,21500000,0,0,3,5,16,Paved,kapan,0,8
Kathmandu,2500000,0,0,3,3.75,10,Soil Stabilized,chhauni,0,8
Kathmandu,25500000,6,4,3,4.5,13,Paved,budhanilkantha,1,8
Kathmandu,15000000,0,0,3,3,10,Paved,kapan,0,9
Kathmandu,32000000,5,5,3,4,13,Paved,kapurdhara,6,8
Lalitpur,2900000,0,0,3,4,22,Paved,magar ghau,0,8
Lalitpur,2700000,0,0,3,3.25,10,Soil Stabilized,imadol,0,8
Kathmandu,32000000,6,3,3,5,30,Soil Stabilized,pepsicola,7,8
Kathmandu,15000,0,0,3,2.629656684,15,Gravelled,kirtipur,0,8
Bhaktapur,11500000,0,0,3,3.1875,12,Gravelled,dadikot,0,8
Kathmandu,1500000,0,0,3,3.75,13,Gravelled,goldhunga,0,8
Kathmandu,1200000,0,0,3,4.6875,20,Soil Stabilized,chabahil,0,8
Kathmandu,5400000,0,0,3,4,19.68504,Paved,boudha,0,8
Kathmandu,14000000,8,0,3,2.5,13,Gravelled,gothatar,0,8
Kathmandu,250000,0,0,4,8.765522279,65.6168,Paved,gyaneshwor,0,8
Lalitpur,49500000,0,0,3,9,16,Paved,hattiban,0,8
Kathmandu,1700000,0,0,3,13,16,Soil Stabilized,balambu,0,8
Kathmandu,1100000,0,0,3,4.6875,13,Soil Stabilized,chandragiri,0,8
Kathmandu,10000000,0,0,3,4,13,Paved,gairidhara,0,8
Lalitpur,80000000,5,5,3,9,20,Paved,dhobighat,0,13
Kathmandu,17000000,5,2,3,3,12,Paved,kadaghari,3,6
Bhaktapur,18000,2,1,3,2.629656684,15,Gravelled,lokanthali,0,8
Kathmandu,40000,0,0,3,2.337472608,15,Paved,pepsicola,0,8
Kathmandu,15000,1,1,3,2.045288532,15,Gravelled,pepsicola,0,8
Lalitpur,10000000,2,2,1,3,13,Paved,imadol,6,8
Lalitpur,30000000,9,5,4,3.5,33,Paved,way to tikathali,6,6
Lalitpur,4500000,0,0,3,8,15,Gravelled,bhaisepati,0,8
Kathmandu,1200000,0,0,3,4.5,12,Gravelled,sitapaila,0,8
Kathmandu,1300000,0,0,3,10,10,Soil Stabilized,naikap,0,8
Kathmandu,1700000,0,0,3,4,10,Soil Stabilized,naikap,0,8
Kathmandu,22500000,0,3,3,3.5,13,Paved,jyoti nagar,1,8
Lalitpur,5500000,0,0,3,8,15,Paved,sanepa,0,8
Lalitpur,7000000,0,0,3,11,15,Paved,sanepa,0,8
Lalitpur,5500000,0,0,3,12,13,Paved,sanepa,0,8
Kathmandu,22000000,11,0,2,5,15,Gravelled,kadaghari,0,8
Kathmandu,36000000,0,0,3,6.75,20,Gravelled,gothatar,0,8
Kathmandu,13200000,7,0,2,2.5,13,Gravelled,kadaghari,0,8
Kathmandu,29000000,18,0,4,4.25,32,Gravelled,kapan,0,8
Bhaktapur,80000,5,4,3,6.428049671,15,Paved,bhaktapur,0,8
Kathmandu,20500000,0,0,3,5,20,Paved,sitapaila,0,8
Kathmandu,27000000,3,4,3,3.5,0,Soil Stabilized,tahachal,0,64
Lalitpur,8000000,0,0,3,6,0,Soil Stabilized,sanepa,0,8
Kathmandu,12000000,0,0,3,4.25,26,Paved,balaju,0,8
Lalitpur,19500000,5,3,3,3.5,13,Gravelled,imadol,0,6
Kathmandu,25000,0,0,3,2.92184076,0,Soil Stabilized,tinkune,0,8
Kathmandu,19500000,0,0,3,4.25,13,Paved,basundhara,0,8
Lalitpur,3700000,0,0,3,4,5,Paved,dhobighat,0,8
Kathmandu,1350000,0,0,3,10,13,Soil Stabilized,sankhu,0,8
Kathmandu,3700000,0,0,3,4,12,Gravelled,boudha,0,8
Kathmandu,1500000,0,0,3,4,20,Paved,thankot,0,8
Kathmandu,1600000,0,0,3,5.0625,13,Paved,chandragiri,0,8
Kathmandu,26500000,11,5,3,4,13,Paved,kapan,0,8
Kathmandu,25500000,11,0,3,4,13,Paved,kapan,0,8
Kathmandu,29500000,5,2,3,6.9375,15,Paved,naikap,11,15
Kathmandu,23500000,0,3,3,4.1,13,Paved,budhanilkantha,1,64
Lalitpur,15000000,4,3,3,2.5,13,Gravelled,imadol,0,8
Lalitpur,19000000,4,3,3,3.1875,10,Gravelled,imadol,0,8
Lalitpur,15000000,4,3,3,2.5,13,Gravelled,imadol,0,8
Lalitpur,23500000,4,3,3,3.75,20,Gravelled,imadol,6,8
Lalitpur,18000000,5,4,3,3,11,Gravelled,imadol,7,8
Lalitpur,18500000,3,3,3,3.25,13,Gravelled,imadol,9,6
Kathmandu,24500000,7,3,3,4.5,10,Gravelled,tokha,0,8
Kathmandu,33000000,0,0,3,4.5,8,Gravelled,baneshwor,0,8
Kathmandu,6500000,0,0,3,6,20,Soil Stabilized,minbhawan,0,8
Kathmandu,6500000,0,0,3,12,20,Soil Stabilized,baneshwor,0,8
Lalitpur,6500000,0,0,3,12,20,Soil Stabilized,dhobighat,0,8
Lalitpur,4800000,2,1,1,3,13,Gravelled,sanepa,9,64
Bhaktapur,21500000,0,0,3.5,7,15,Gravelled,changunarayan,0,8
Lalitpur,26000000,0,0,3,5.25,12,Paved,dhapakhel,0,8
Lalitpur,2300000,0,0,3,3.25,13,Soil Stabilized,tikathali,0,8
Jhapa,20000000,4,1,2,10,20,Paved,damak,0,8
Lalitpur,19500000,4,4,2,5,20,Gravelled,baghdol,17,6
Kathmandu,51000000,5,5,2,14,14,Paved,budhanilkantha,13,71
Lalitpur,26500000,4,4,2,4,16,Gravelled,nakkhu,12,7
Lalitpur,29500000,5,3,3,4,0,Soil Stabilized,dhobighat,10,8
Bhaktapur,1550000,0,0,3,5,26,Soil Stabilized,suryabinayak,0,8
Kathmandu,1600000,0,0,3,3,12,Gravelled,swayambhu,0,8
Kathmandu,1600000,0,0,3,4,10,Gravelled,mulpani,0,8
Kathmandu,15000000,2,3,3,3,12,Soil Stabilized,budhanilkantha,10,70
Kathmandu,40000000,3,4,3,3,20,Soil Stabilized,naya bazar,0,7
Kathmandu,17500000,6,2,3,11,20,Gravelled,mulpani,6,75
Kathmandu,90000000,6,6,3,20,15,Paved,hattigauda,14,13
Kathmandu,13500000,4,3,3,2.5,10,Paved,manamaiju,0,7
Bhaktapur,2000000,0,0,3,2.629656684,15,Paved,madhyapur thimi,0,8
Kathmandu,1500000,0,0,3,2.045288532,26.24672,Paved,baneshwor,0,8
Lalitpur,11000000,3,1,1,3,14,Gravelled,imadol,0,8
Bhaktapur,1400000,0,0,3,4,10,Soil Stabilized,suryabinayak,0,8
Kathmandu,70000000,5,5,3,9,13,Paved,maharajgunj,0,8
Kathmandu,17900000,5,5,3,3.5,14,Gravelled,bhangal,0,6
Kathmandu,34500000,5,5,3,7,15,Paved,bhangal,4,6
Kathmandu,27000,0,0,3,3,13,Soil Stabilized,lazimpat,0,8
Kathmandu,41000000,7,6,3,7,20,Paved,basundhara,10,70
Kathmandu,1900000,0,0,3,4.967129291,16,Paved,kalanki,0,8
Kathmandu,1500000,0,0,3,4,0,Soil Stabilized,chabahil,0,8
Bhaktapur,50000,0,0,3,2.75,13,Paved,suryabinayak,8,65
Kathmandu,105000000,5,6,3,32,20,Paved,budhanilkantha,15,8
Bhaktapur,3000000,0,0,3,3,10,Soil Stabilized,kausaltar,0,8
Kathmandu,36500000,9,10,5,6,14,Paved,hattigauda,6,7
Kathmandu,15000000,0,0,3,3,10,Paved,kirtipur,0,8
Kathmandu,21000000,5,4,2,3.5,13,Gravelled,bhangal,1,8
Kathmandu,38000000,0,0,3,8,14,Paved,chabahil,0,8
Kathmandu,11000000,0,0,3,2.5,12,Paved,kapan,0,8
Kathmandu,22000,4,0,3,2.629656684,13,Soil Stabilized,samakhusi,0,8
Kathmandu,7500000,2,1,1,4.25,12,Gravelled,kapan,0,8
Kathmandu,17500000,7,3,3,3.2,0,Soil Stabilized,ramkot,0,8
Kathmandu,1350000,0,0,3,4,10,Gravelled,goldhunga,0,8
Kathmandu,1700000,0,0,3,4.75,14,Gravelled,mulpani,0,8
Kathmandu,5000000,0,0,3,4,20,Paved,manamaiju,0,8
Kathmandu,5200000,0,0,3,3,24,Soil Stabilized,goldhunga,0,8
Kathmandu,20000,0,0,3,2.629656684,12,Paved,kalanki,0,8
Kathmandu,27000000,0,0,3,9,0,Soil Stabilized,swayambhu,0,8
Lalitpur,13000000,2,1,1,3.9375,13,Gravelled,imadol,0,8
Kathmandu,13000000,0,0,3,3.5,13,Gravelled,goldhunga,0,8
Kathmandu,30000,2,1,3,2.629656684,10,Soil Stabilized,basundhara,0,8
Kathmandu,8000000,7,3,3,4,10,Soil Stabilized,tarkeshwor,6,8
Lalitpur,48000,4,3,2,4.25,15,Paved,phase ii,4,63
Kathmandu,30000,0,0,3,2.544923302,12,Gravelled,sankhamul,0,8
Kathmandu,17800000,5,6,3,3.1,12,Paved,tokha,0,6
Kathmandu,4000000,0,0,3,8,18,Paved,budhanilkantha,0,8
Kathmandu,21800000,5,6,3,3.5,12,Paved,budhanilkantha,0,6
Kathmandu,29000000,0,0,3,3.75,10,Paved,kalopul,0,8
Kathmandu,6000000,0,0,3,7.5,14,Paved,baluwatar,0,8
Kathmandu,3500000,0,0,3,3,12,Soil Stabilized,kalanki,0,8
Kathmandu,2400000,0,0,3,6.75,10,Paved,naikap,0,8
Kathmandu,23000000,4,3,2,3.1,15,Gravelled,basundhara,4,8
Kathmandu,29000000,5,0,3,4,12,Paved,kadaghari,0,8
Kathmandu,70000000,3,4,2,16,20,Paved,dhapasi,0,8
Kathmandu,15000,0,0,3,2.045288532,12,Paved,newroad,0,8
Kathmandu,37500000,0,0,3,4.5,22,Paved,tinkune,9,8
Kathmandu,11500000,0,0,3,4.25,12,Gravelled,kadaghari,0,8
Kathmandu,12500000,6,0,3,2.75,13,Gravelled,kadaghari,0,8
Kathmandu,2900000,0,0,3,4,12,Paved,jorpati,0,8
Kathmandu,42500000,6,0,3,6.5,10,Paved,shantinagar,9,40
Kathmandu,4200000,0,0,3,10,16,Gravelled,gaurighat,0,8
Kathmandu,2400000,0,0,3,5,12,Paved,greenhill city,0,8
Kathmandu,2300000,0,0,3,12,13,Soil Stabilized,kantipur colony,0,8
Kathmandu,1200000,0,0,3,5,20,Gravelled,sankhu,0,8
Kathmandu,22000000,0,0,3,4,22,Gravelled,balaju,9,8
Kathmandu,30000000,5,4,3,4,20,Soil Stabilized,pasikot,0,7
Lalitpur,17500000,0,0,3,3,13,Soil Stabilized,imadol,9,8
Kathmandu,130000,0,0,3,8,15,Gravelled,sunrise bank,0,8
Lalitpur,15000000,0,0,3,2.5,13,Gravelled,little angel's college of higher studies,0,8
Kathmandu,3700000,0,0,3,4.5,20,Paved,jorpati,0,8
Lalitpur,76000000,0,0,3,5,22,Soil Stabilized,kumaripati,0,8
Lalitpur,1450000,0,0,3,3.75,13,Paved,lubhu,0,8
Lalitpur,12000000,2,1,1,2.045288532,20,Paved,jhamsikhel,9,66
Pokhara,37000000,7,5,3,6.5,20,Gravelled,ranipauwa,15,8
Kathmandu,4000000,0,0,3,3,12,Gravelled,chamati,0,8
Lalitpur,26000000,5,4,3,4,13,Paved,talimkendra,9,8
Kathmandu,1400000,0,0,3,3,12,Soil Stabilized,bode pool,0,8
Kathmandu,2200000,0,0,3,5,13,Gravelled,chandragiri,0,8
Kathmandu,29800000,11,0,3,5,13,Paved,sukedhara,11,8
Kathmandu,1700000,0,0,3,2.92184076,15,Paved,thamel,0,8
Bhaktapur,800000,0,0,3,2.92184076,20,Paved,madhyapur thimi,0,8
Kathmandu,1900000,0,0,3,2.92184076,15,Paved,baneshwor,0,8
Kathmandu,25000000,6,4,3,4.6875,12,Gravelled,kirtipur,2,63
Kathmandu,32000000,0,0,3,6,12,Paved,baneshwor,0,8
Pokhara,9500000,0,0,3,7.5,15,Gravelled,pokhara,0,8
Kathmandu,3500000,0,0,3,5.75,14,Paved,chabahil,0,8
Lalitpur,15000,2,1,3,2.045288532,15,Paved,la school,0,8
Lalitpur,1650000,0,0,3,3.75,10,Soil Stabilized,lubhu,0,8
Kathmandu,11000000,0,0,3,3,10,Soil Stabilized,thali buspark,9,8
Lalitpur,16000,0,0,3,2.92184076,15,Gravelled,bhaisepati,0,8
Kathmandu,25000,0,0,3,2.045288532,10,Paved,baneshwor,0,8
Kathmandu,17000000,6,3,2,4.1,11,Soil Stabilized,sano mandir,0,8
Kathmandu,35000000,0,0,2,5.6875,20,Paved,chandragiri,4,8
Lalitpur,30000000,4,4,3,4,13,Paved,sanepa,0,8
Kathmandu,22000000,0,0,3,5.4375,30,Paved,kamaladi,0,8
Kathmandu,24000000,0,0,3,3.75,13,Soil Stabilized,sukedhara,8,8
Kathmandu,2750000,0,0,3,6.5,15,Paved,pepsicola,0,8
Kathmandu,1900000,0,0,3,4.5,13,Gravelled,kirtipur,0,8
Lalitpur,2500000,0,0,3,4,13,Gravelled,harisiddhi,0,8
Lalitpur,6000000,0,0,3,8,20,Gravelled,sanepa,0,8
Kathmandu,1200000,0,0,3,8,20,Soil Stabilized,kirtipur,0,8
Kathmandu,21000000,0,0,3,3.5625,15,Soil Stabilized,chandragiri,0,8
Kathmandu,22500000,0,0,2,3.625,13,Gravelled,banasthali,0,8
Kathmandu,115000000,0,0,3,32,14,Paved,budhanilkantha,0,13
Kathmandu,28000000,0,0,3,4,15,Gravelled,budhanilkantha,0,8
Lalitpur,10000000,0,0,3,5,12,Soil Stabilized,lamatar,0,8
Lalitpur,25000000,0,0,3,8,14,Gravelled,lamatar,0,8
Kathmandu,3500000,0,0,3,5.9375,14,Paved,ktm-13,0,8
Kathmandu,24000000,6,6,3,4,15,Paved,bhangal,0,6
Kathmandu,24000000,6,6,3,4,14,Paved,bhangal,0,6
Lalitpur,21000000,5,3,3,3,13,Paved,imadol,8,68
Lalitpur,5500000,0,0,3,11,10,Gravelled,ekantakuna,0,8
Lalitpur,5000000,0,0,3,5,20,Paved,lalitpur,0,8
Kathmandu,2000000,0,0,3,8.25,15,Paved,satungal,0,8
Kathmandu,2500000,0,0,3,4,13,Gravelled,forcepark,0,8
Lalitpur,12500000,0,0,2,3,13,Gravelled,harisiddhi,0,8
Lalitpur,1000000,0,0,3,5,4,Soil Stabilized,sanepa,0,8
Kathmandu,27500000,5,3,3,4,26,Gravelled,grandy hospital,10,8
Kathmandu,24000000,0,0,3,4,15,Paved,jorpati,0,8
Kathmandu,2000000,0,0,3,3.5,24,Gravelled,budhanilkantha,0,8
Kathmandu,24000000,11,3,3,4,13,Paved,laxmi bank,7,8
Kathmandu,1900000,0,0,3,4,13,Gravelled,budhanilkantha,0,8
Kathmandu,24500000,7,4,3,3.3,12,Soil Stabilized,dhungedhara,1,8
Kathmandu,100000,0,0,3,4,13,Paved,baneshwor,0,8
Lalitpur,28500000,3,5,3,4.5,18,Paved,bhaisepati,7,63
Kathmandu,4200000,0,0,3,8,20,Paved,budhanilkantha,0,8
Kathmandu,62000000,4,6,3,10,15,Paved,budhanilkantha,7,6
Kathmandu,42500000,6,6,4,6,15,Paved,basundhara,3,7
