City,Price,Bedroom,Bathroom,Floors,Area,Road_Width,Road_Type,Neighborhood,Amenities_Count,Property_Age
Lalitpur,5860000,0,0,3,4.1875,26.24672,Gravelled,lubhu,0,8
Kathmandu,60000,2,1,3,3.506208912,0,Soil Stabilized,thamel,5,8
Lalitpur,40000,2,2,3,2.629656684,0,Soil Stabilized,dhobighat,6,8
Kathmandu,40000,3,1,3,3.506208912,0,Soil Stabilized,lazimpat,0,8
Kathmandu,3400000,0,0,3,7,20,Soil Stabilized,narephate,0,8
Kathmandu,20500000,7,5,3,5,14,Gravelled,balambu,8,8
Kathmandu,5700000,0,0,3,5.5,24,Soil Stabilized,chandol,0,8
Lalitpur,39077000,4,4,3,8.5,16,Paved,bhaisepati,7,6
Lalitpur,37500000,6,5,4,5,13,Soil Stabilized,khumaltar,0,8
Lalitpur,25000,2,1,3,2.337472608,13,Gravelled,pulchowk,3,8
Kathmandu,31000000,8,3,4,4,14,Gravelled,chundevi,6,8
Lalitpur,27000000,5,3,3,3.375,22,Paved,ekantakuna,5,8
Lalitpur,22000,2,1,1,6,13,Soil Stabilized,satdobato,2,8
Lalitpur,21500000,0,0,3,4.5,10,Soil Stabilized,dhapakhel,5,8
Bhaktapur,25500000,0,0,4,5,10,Soil Stabilized,lokanthali,5,8
Kathmandu,45000,4,4,3,3.5,19.68504,Soil Stabilized,mulpani,6,8
Kathmandu,85000,3,3,3,8,12,Soil Stabilized,old baneshwor,6,8
Kathmandu,2400000,0,0,3,6,20,Gravelled,budhanilkantha,0,8
Lalitpur,40000000,4,2,3,8,20,Soil Stabilized,dhobighat,6,8
Kathmandu,3300000,0,0,3,10,10,Paved,samakhusi,0,8
Kathmandu,20000000,0,0,3,4.2,12,Gravelled,kapan,7,8
Kathmandu,32500000,0,0,3,6.875,13,Gravelled,tokha,6,8
Kathmandu,100000,5,2,3,8,15,Soil Stabilized,maharajgunj,5,8
Lalitpur,70000,6,4,3,3.5,13,Soil Stabilized,nakkhu,6,8
Kathmandu,45000000,0,0,3,8,20,Gravelled,budhanilkantha,6,8
Lalitpur,100000,0,0,3,8,13,Soil Stabilized,nakhipot,6,8
Kathmandu,21500000,4,3,3,4,13.12336,Paved,budhanilkantha,5,8
Kathmandu,1200000,0,0,3,11,13,Soil Stabilized,budhanilkantha,0,8
Lalitpur,125000,4,3,3,6.135865595,13,Soil Stabilized,kumaripati,6,8
Lalitpur,150000,3,4,2,8,0,Soil Stabilized,sanepa,6,8
Lalitpur,55000,5,2,3,3.5,13,Soil Stabilized,bhaisepati,5,8
Kathmandu,3300000,0,0,3,4,20,Soil Stabilized,maharajgunj,0,8
Kathmandu,150000,5,5,3,7,15,Soil Stabilized,baluwatar,6,8
Kathmandu,70000000,0,0,3,16,20,Paved,bhairav,7,8
Lalitpur,200000,5,5,3,5.5,15,Soil Stabilized,bhaisepati,8,8
Kathmandu,47500000,0,0,3,8,16,Gravelled,budhanilkantha,7,8
Lalitpur,150000,5,4,3,13,13,Soil Stabilized,bhaisepati,6,8
Lalitpur,180000,0,0,3,15,15,Soil Stabilized,dhobighat,6,8
Kathmandu,25000000,3,3,3,5.259313367,0,Soil Stabilized,baluwatar,6,8
Kathmandu,45000000,4,4,3,10.81081081,0,Soil Stabilized,bishal nagar,4,8
Kathmandu,45000000,4,4,3,10.81081081,0,Soil Stabilized,bishal nagar,4,8
Kathmandu,35000000,3,3,3,7.158509861,0,Soil Stabilized,kamalpokhari,6,8
Kathmandu,11400000,0,0,1,3,13,Gravelled,jorpati,5,8
Kathmandu,11400000,0,0,3,2.5625,10,Soil Stabilized,gopikrishna flim hall,6,8
Kathmandu,1750000,0,0,3,3,32,Soil Stabilized,silvershine school,0,8
Kathmandu,4800000,0,0,3,8,15,Soil Stabilized,baluwatar,0,8
Kathmandu,12000000,4,0,1,3.2,12,Soil Stabilized,jorpati,0,8
Bhaktapur,366666,0,0,3,3,13,Soil Stabilized,changunarayan,0,8
Kathmandu,180000000,0,0,3,48,13,Soil Stabilized,maharajgunj,9,8
Kathmandu,1500000,0,0,3,3.8125,20,Soil Stabilized,chovar,0,8
Kathmandu,2700000,0,0,3,4.2,12,Soil Stabilized,budhanilkantha,0,8
Bhaktapur,1050000,0,0,3,14,20,Soil Stabilized,bhaktapur,0,8
Lalitpur,14500000,10,0,3,3.1,10,Soil Stabilized,tikathali,6,8
Kathmandu,36500000,3,4,3,4,13,Soil Stabilized,maharajgunj,6,8
Kathmandu,220000,2,3,3,11.97954711,0,Soil Stabilized,lazimpat,6,8
Kathmandu,1300000,0,0,3,4,8,Soil Stabilized,kapan,0,8
Kathmandu,2000000,0,0,3,9,16,Paved,bhangal,0,8
Kathmandu,1400000,0,0,3,4,10,Soil Stabilized,sankhu,0,8
Kathmandu,24000000,7,0,3,4,16,Soil Stabilized,kapan,6,8
Kathmandu,20400000,11,0,3,4,20,Paved,kapan,6,8
Pokhara,27000000,0,0,2,4.5,20,Soil Stabilized,pokhara,0,8
Pokhara,30000000,0,0,3,4,20,Soil Stabilized,ram bazar,0,8
Pokhara,35000000,0,0,4,7,15,Soil Stabilized,pokhara,0,8
Kathmandu,700000,0,0,3,4.2,32,Soil Stabilized,kapan,0,8
Lalitpur,1400000,0,0,3,4.9375,13,Soil Stabilized,sunakothi,0,8
Kathmandu,35700000,0,0,3,8.5,12,Soil Stabilized,shantinagar,0,8
Kathmandu,1100000,0,0,3,3.2,20,Soil Stabilized,kapan,0,8
Kathmandu,16000000,7,6,5,3.1,14,Gravelled,mulpani,7,8
Kathmandu,2700000,0,0,3,4,20,Soil Stabilized,kapan,0,8
Lalitpur,9000000,4,1,1,3.2,10,Soil Stabilized,tikathali,2,8
Kathmandu,13000000,2,1,3,4,15,Soil Stabilized,tokha,4,8
Kathmandu,1800000,0,0,3,6,26,Soil Stabilized,tarkeshwor,0,8
Kathmandu,1600000,0,0,3,4,26,Soil Stabilized,tarkeshwor,0,8
Pokhara,25000000,0,0,3,5,20,Gravelled,ram bazar,5,8
Kathmandu,45000,3,4,3,3.6,20,Soil Stabilized,bafal,6,8
Bhaktapur,1800000,0,0,3,3.2,20,Soil Stabilized,dadikot,0,8
Kathmandu,19500000,3,3,3,2.75,12,Paved,basundhara,7,7
Kathmandu,17000000,4,3,3,3.2,13,Paved,kapan,5,8
Kathmandu,100000,6,4,3,14,13,Soil Stabilized,balaju,5,8
Kathmandu,150000,4,4,3,10,14,Soil Stabilized,sanobharyang,7,8
Kathmandu,38000000,10,0,3,7,10,Soil Stabilized,dhumbarahi,5,8
Lalitpur,130000,5,3,3,8,13.12336,Soil Stabilized,bhaisepati,7,8
Kathmandu,110000,4,4,3,12,12,Soil Stabilized,sukedhara,7,8
Kathmandu,25000,0,0,3,4,0,Soil Stabilized,teku,1,8
Kathmandu,20000000,1,1,3,3.5,13,Soil Stabilized,kathmandu,7,7
Lalitpur,25000000,3,3,2,5.5,0,Soil Stabilized,thaiba,9,8
Lalitpur,120000,5,3,3,11.5,20,Soil Stabilized,bhaisepati,7,8
Lalitpur,160000,4,6,3,7.304601899,15,Soil Stabilized,bakhundol,6,8
Nawalparasi,260000,0,0,3,5,20,Gravelled,nawalparasi,0,8
Kathmandu,270000,14,6,3,13,20,Soil Stabilized,tinkune,4,8
Lalitpur,144000,3,4,3,3.75,15,Soil Stabilized,sanepa,7,8
Lalitpur,80000,5,4,3,5,13,Soil Stabilized,hattiban,4,8
Kathmandu,125000,0,5,3,4.5,13,Soil Stabilized,hadigaun,4,8
Kathmandu,200000,7,5,3,7,13,Soil Stabilized,naxal,0,8
Lalitpur,125000,21,18,3,6.5,12,Soil Stabilized,sanepa,6,8
Kathmandu,17500000,6,2,3,3.5,12,Soil Stabilized,pasikot,5,8
Kathmandu,4400000,0,0,3,3.375,12,Soil Stabilized,samakhusi,0,8
Kathmandu,25000000,4,3,3,4,13,Soil Stabilized,bhangal,6,8
Kathmandu,59900000,5,0,3,16,26,Gravelled,golfutar,11,8
Kathmandu,29900000,10,0,3,4.1,0,Soil Stabilized,budhanilkantha,6,8
Kathmandu,4200000,0,0,3,8,13,Soil Stabilized,dhumbarahi,0,8
Kathmandu,55000000,0,0,2,8.2,24,Gravelled,baneshwor,7,8
Kathmandu,26500000,4,0,3,4.5,13,Gravelled,bafal,6,8
Kathmandu,32500000,8,6,3,4.375,13,Gravelled,pipalbot,7,8
Kathmandu,6000000,0,0,3,6,10,Gravelled,samakhusi,0,8
Kathmandu,4500000,0,0,3,11,26,Gravelled,baluwatar,0,8
Kathmandu,21500000,7,4,4,3.4375,14,Gravelled,makalbari,5,8
Kathmandu,5000000,0,0,3,6,12,Soil Stabilized,lazimpat,0,8
Kathmandu,5000000,0,0,3,8,12,Soil Stabilized,lazimpat,0,8
Kathmandu,2800000,0,0,3,4.5,13,Soil Stabilized,budhanilkantha,0,8
Kathmandu,38000000,8,4,4,7,15,Soil Stabilized,mhepi,5,8
Kathmandu,2500000,0,0,3,12,12,Soil Stabilized,budhanilkantha,0,8
Kathmandu,25000000,7,3,4,4.75,12,Soil Stabilized,dhapasi,6,8
Kathmandu,3200000,0,0,3,6,10,Soil Stabilized,budhanilkantha,0,8
Kathmandu,2400000,0,0,3,15,11,Soil Stabilized,budhanilkantha,0,8
Kathmandu,24000000,15,5,4,3,20,Soil Stabilized,dallu,5,8
Kathmandu,3200000,0,0,3,6,14,Gravelled,basundhara,0,8
Kathmandu,4200000,0,0,3,7,13,Gravelled,samakhusi,0,8
Kathmandu,480000,0,0,3,5,15,Soil Stabilized,basundhara,0,8
Kathmandu,17000000,8,4,4,3.5,20,Gravelled,tokha,6,8
Kathmandu,3000000,0,0,3,5.2,15,Gravelled,samakhusi,0,8
Kathmandu,3250000,0,0,3,4,12,Gravelled,samakhusi,0,8
Kathmandu,3700000,0,0,3,10,10,Gravelled,samakhusi,0,8
Kathmandu,26000000,5,3,3,4.3,16,Soil Stabilized,gongabu,7,8
Kathmandu,29000000,6,3,3,4,14,Soil Stabilized,budhanilkantha,6,8
Kathmandu,13500000,3,2,3,3.3125,12,Soil Stabilized,kalanki,5,8
Kathmandu,22800000,6,2,3,4,20,Soil Stabilized,budhanilkantha,0,8
Kathmandu,6000000,0,0,3,6.5,15,Soil Stabilized,samakhusi,0,8
Kathmandu,27500000,6,4,4,4,12,Soil Stabilized,sukedhara,5,8
Kathmandu,22500000,4,3,3,3.13,12,Soil Stabilized,mandikatar,5,8
Kathmandu,15500000,7,2,3,3.5,13,Soil Stabilized,kalanki,6,8
Kathmandu,30000000,5,0,3,6.5,15,Soil Stabilized,hattigauda,7,8
Kathmandu,51500000,6,3,3,6,12,Soil Stabilized,baluwatar,6,8
Kathmandu,33000000,11,0,3,5,15,Soil Stabilized,sukedhara,8,8
Kathmandu,40000000,12,0,4,7,13,Soil Stabilized,dhumbarahi,7,8
Kathmandu,18200000,9,0,3,3.1,13,Soil Stabilized,bhangal,6,8
Kathmandu,17700000,12,0,4,3.5,13,Soil Stabilized,budhanilkantha,7,8
Kathmandu,17000000,7,0,3,3,13,Soil Stabilized,kapan,6,8
Kathmandu,29800000,10,0,3,6,13,Soil Stabilized,budhanilkantha,6,8
Kathmandu,21000000,9,0,3,3.5,13,Soil Stabilized,budhanilkantha,6,8
Kathmandu,34000000,6,3,3,6,13,Soil Stabilized,budhanilkantha,6,8
Kathmandu,1450000,0,0,3,4,20,Soil Stabilized,kageshwari-manohara,0,8
Kathmandu,2150000,0,0,3,4,12,Soil Stabilized,budhanilkantha,0,8
Kathmandu,19900000,3,3,3,3,12,Soil Stabilized,basundhara,6,8
Kathmandu,16800000,10,0,3,3,13,Soil Stabilized,budhanilkantha,7,8
Kathmandu,63000000,9,4,4,12.875,13,Soil Stabilized,basbari,8,8
Lalitpur,12500000,3,2,3,3,10,Soil Stabilized,dhapakhel,7,8
Kathmandu,14200000,5,2,2,3.625,13,Soil Stabilized,balaju,6,8
Lalitpur,20000000,5,4,3,3.0625,16,Soil Stabilized,satdobato,7,8
Kathmandu,19500000,5,3,3,3.2,13,Soil Stabilized,sunderbasti,6,8
Kathmandu,21000000,4,2,2,3.1,18,Soil Stabilized,swayambhu,7,8
Kathmandu,100000000,5,2,3,10.1,20,Soil Stabilized,kalikasthan,6,8
Kathmandu,22500000,6,4,4,3.0625,10,Soil Stabilized,samakhusi,7,8
Kathmandu,37000000,5,4,3,4,12,Soil Stabilized,chabahil,7,8
Kathmandu,19000000,4,3,3,3.875,20,Soil Stabilized,ramkot,9,8
Kathmandu,45000000,5,5,3,9,12,Soil Stabilized,sitapaila,7,8
Kathmandu,16500000,6,3,3,4,12,Soil Stabilized,tarkeshwor,6,8
Kathmandu,88000000,0,0,3,15.625,20,Soil Stabilized,sukedhara,6,8
Kathmandu,29000000,10,6,5,4.2,10,Soil Stabilized,gongabu,6,8
Kathmandu,55000000,0,0,4,7,20,Soil Stabilized,pokhari,6,8
Kathmandu,36000000,6,4,3.5,3.2,13,Soil Stabilized,kadaghari,7,8
Kathmandu,24000000,10,6,3,3.2,13,Soil Stabilized,pepsicola,6,8
Kathmandu,12000000,4,1,1,3,13,Soil Stabilized,kadaghari,5,8
Kathmandu,8500000,0,0,3,6.9375,20,Soil Stabilized,balaju,0,8
Kathmandu,45000000,12,4,4,4.125,0,Soil Stabilized,balaju,6,8
Kathmandu,15000000,3,3,3,3.2,10,Soil Stabilized,joranku,6,8
Kathmandu,1000000,0,0,3,7,26,Soil Stabilized,tarkeshwor,0,8
Kathmandu,20000000,4,2,3,5,13,Soil Stabilized,sitapaila,7,8
Lalitpur,16000000,4,4,3,3,13,Soil Stabilized,imadol,5,7
Kathmandu,37500000,4,4,6,2.875,12,Soil Stabilized,thamel,7,8
Kathmandu,31000000,9,9,4,2.2,9,Soil Stabilized,gongabu,5,8
Kathmandu,20500000,5,4,3,2.2,16,Soil Stabilized,samakhusi,6,8
Kathmandu,26000000,4,5,3,4.125,12,Soil Stabilized,sano bharyang,6,8
Kathmandu,120000,2,2,3,3.214024836,16,Soil Stabilized,naxal,8,8
Lalitpur,7500000,2,2,1,2.337472608,24,Soil Stabilized,bhaisepati,6,8
Kathmandu,100000,2,2,1,2.92184076,20,Soil Stabilized,panipokhari,8,8
Kathmandu,17500000,3,3,3,4.622352082,20,Soil Stabilized,lazimpat,6,8
Kathmandu,5500000,0,0,3,7.5,19.68504,Soil Stabilized,old baneshwor,0,8
Kathmandu,110000,2,2,3,3.214024836,13,Soil Stabilized,durbar marg,9,8
Lalitpur,25000000,4,3,3,4.75,13,Soil Stabilized,dhapakhel,8,10
Kathmandu,28500000,3,3,2,5.25,18,Soil Stabilized,budhanilkantha,10,9
Lalitpur,2400000,0,0,3,6,16,Soil Stabilized,bhaisepati colony,0,8
Kathmandu,3500000,0,0,3,5,16,Soil Stabilized,dhungedhara,0,8
Lalitpur,14500000,4,3,2,5.1875,13,Soil Stabilized,sarbotchrit school,10,8
Kathmandu,27500000,6,4,3,5.1875,13,Soil Stabilized,sunderbasti,10,8
Kathmandu,2600000,0,0,3,4,13,Soil Stabilized,padma colony,0,8
Kathmandu,120000,3,2,10,3.798392988,20,Soil Stabilized,bishal nagar,0,8
Kathmandu,150000,2,2,4,3.506208912,15,Soil Stabilized,swayambhu,0,8
Kathmandu,55000000,2,3,3,9.934258583,20,Soil Stabilized,kamalpokhari,9,8
Lalitpur,40000,2,1,3,2.19138057,15,Soil Stabilized,jhamsikhel,5,8
Lalitpur,16500000,3,2,10,3.944485026,20,Soil Stabilized,dhobighat,0,8
Kathmandu,125000,5,2,2,10,13,Soil Stabilized,baneshwor,5,6
Lalitpur,250000,5,3,3,13,20,Soil Stabilized,radio tower,13,7
Kathmandu,65000000,5,6,3,12,13,Soil Stabilized,maligaon,9,8
Kathmandu,235000000,10,10,3,33,16,Soil Stabilized,bhatbhateni,9,8
Kathmandu,4500000,0,0,3,13,20,Soil Stabilized,kalanki,0,8
Kathmandu,47500000,10,6,3,3.0625,36.08924,Soil Stabilized,teaching hospital,7,8
Lalitpur,950000,0,0,3,10,24,Soil Stabilized,godawari,0,8
Kathmandu,35000000,10,4,3,4.5,20,Soil Stabilized,chabahil,0,8
Lalitpur,2000000,0,0,3,5.3125,14,Soil Stabilized,tikathali,0,8
Kathmandu,2500000,0,0,3,3.9375,14,Soil Stabilized,satungal,0,8
Lalitpur,60000,3,3,3,4.5,16,Soil Stabilized,bhaisepati,6,8
Lalitpur,55000,3,2,3,3.798392988,20,Soil Stabilized,hattiban,6,8
Kathmandu,20000000,5,3,3,3.75,20,Soil Stabilized,syuchatar,6,8
Kathmandu,25000000,3,4,4,8.765522279,13,Soil Stabilized,tripureshwor,6,8
Kathmandu,49500000,7,7,3,9,10,Soil Stabilized,balkhu,7,8
Kathmandu,18000000,4,4,2,6,20,Soil Stabilized,kirtipur,5,8
Kathmandu,6000000,0,0,3,9.5,20,Soil Stabilized,baneshwor,0,8
Lalitpur,2650000,0,0,3,8,13,Soil Stabilized,bhaisepati,0,8
Kathmandu,43500000,6,0,3,3.5625,20,Soil Stabilized,hattisar,5,8
Bhaktapur,35000000,14,4,3,7.1,14,Soil Stabilized,lokanthali,5,8
Kathmandu,60000000,0,0,3,12,13,Soil Stabilized,ravi bhawan,5,8
Kathmandu,13000000,4,2,3,4.8,16,Soil Stabilized,swayambhu,0,8
Kathmandu,2700000,0,0,3,7.3,13,Soil Stabilized,kalanki,0,8
Kathmandu,2100000,0,0,3,6,22,Soil Stabilized,kirtipur,0,8
Kathmandu,38000000,7,4,3,6.1,14,Soil Stabilized,kalanki,7,8
Kathmandu,3700000,0,0,3,3.25,16,Soil Stabilized,tahachal,0,8
Lalitpur,2800000,0,0,3,7.1,20,Soil Stabilized,hattiban,0,8
Kathmandu,70000000,3,4,2,12.25,20,Soil Stabilized,thulo bharyang,5,8
Kathmandu,41500000,8,7,3,8.25,14,Soil Stabilized,kalanki,0,8
Bhaktapur,22500000,12,4,3,4,20,Soil Stabilized,dadikot,0,8
Kathmandu,5500000,0,0,3,7,20,Soil Stabilized,hattigauda,0,8
Kathmandu,40100000,5,2,2,4.9375,14,Soil Stabilized,thapathali,6,8
Kathmandu,1800000,0,0,3,15,16,Soil Stabilized,hattigauda,0,8
Kathmandu,13000000,0,0,3,12.25,17,Soil Stabilized,durbar marg,0,8
Kathmandu,2500000,0,0,3,6,12,Soil Stabilized,hattigauda,0,8
Kathmandu,16500000,5,3,3,3,10,Soil Stabilized,mulpani,7,9
Kathmandu,4800000,0,0,3,12.25,12,Soil Stabilized,baluwatar,0,8
Lalitpur,6800000,0,0,3,6,15,Soil Stabilized,sanepa,0,8
Kathmandu,95000,2,2,3,2.92184076,20,Soil Stabilized,bishal nagar,0,8
Kathmandu,55000000,0,0,2,5.25,20,Soil Stabilized,dhumbarahi,0,8
Kathmandu,6000000,0,0,3,4,12,Soil Stabilized,chundevi,0,8
Kathmandu,270000,0,0,3,5.843681519,20,Soil Stabilized,nag pokhari,0,8
Kathmandu,2600000,0,0,3,4,20,Soil Stabilized,budhanilkantha,0,8
Kathmandu,2500000,0,0,3,5,12,Soil Stabilized,budhanilkantha,0,8
Kathmandu,26000000,4,3,3,6.25,15,Soil Stabilized,dhapasi,6,8
Kathmandu,5100000,0,0,3,3.5,13,Soil Stabilized,putalisadak,0,8
Lalitpur,33000000,8,7,3.5,7.1,10,Soil Stabilized,harisiddhi,10,7
Kathmandu,45000,4,3,2,4,0,Soil Stabilized,grande villa,5,8
Kathmandu,525000,5,5,3,8.765522279,16,Soil Stabilized,baluwatar,7,8
Kathmandu,55000,0,2,2,5.843681519,15,Soil Stabilized,hattigauda,5,8
Kathmandu,55000000,4,4,2,7.5,13,Soil Stabilized,hattigauda,12,16
Pokhara,3500000,0,0,3,8.473338203,20,Soil Stabilized,tika resort,4,8
Kathmandu,5500000,0,0,3,11,13,Soil Stabilized,ravi bhawan,0,8
Kathmandu,4500000,0,0,3,7,13,Soil Stabilized,chandol,0,8
Kathmandu,100000,6,3,5,7.5,20,Soil Stabilized,kalanki,16,15
Pokhara,235000000,0,0,3,48,25,Soil Stabilized,lakeside,0,8
Kathmandu,235000000,0,0,3,22,19.68504,Soil Stabilized,thamel,0,8
Kathmandu,110000000,0,13,5,11,23,Soil Stabilized,pepsicola,2,9
Pokhara,235000000,0,0,3,30,36.08924,Soil Stabilized,lakeside,0,8
Lalitpur,1000001,0,0,3,5.843681519,29.52756,Soil Stabilized,nepal cancer hospital,0,8
Kathmandu,15000000,0,0,3,9,36.08924,Soil Stabilized,lazimpat,0,8
Lalitpur,2800000,0,0,3,8,24,Soil Stabilized,hattiban,0,8
Lalitpur,100000,7,3,3,8,15,Soil Stabilized,sanepa,10,8
Lalitpur,75000,5,5,3,9,13,Soil Stabilized,khumaltar,10,70
Kathmandu,1600000,0,0,3,3.5,13,Soil Stabilized,mulpani,0,8
Kathmandu,875000,0,0,3,4,13,Soil Stabilized,mulpani,0,8
Kathmandu,2000000,0,0,3,4.625,10,Soil Stabilized,gothatar,0,8
Kathmandu,2200000,0,0,3,7,18,Soil Stabilized,kadaghari,0,8
Kathmandu,4500000,0,0,3,4.5,19.68504,Soil Stabilized,pepsicola,0,8
Kathmandu,110000000,4,6,2.5,17.3,20,Paved,budhanilkantha,16,8
Kathmandu,62500000,5,4,3,15,13,Soil Stabilized,budhanilkantha,15,22
Kathmandu,5200000,0,0,3,13,18,Soil Stabilized,baneshwor,2,8
Bhaktapur,35000000,6,3,3,7.5,18,Soil Stabilized,lokanthali,11,32
Kathmandu,36500000,4,5,3,11.75,18,Soil Stabilized,budhanilkantha,13,7
Kathmandu,26000000,5,5,3,5,15,Soil Stabilized,narayanthan,10,8
Kathmandu,11000000,4,1,3,3.5,15,Soil Stabilized,bisnumati pool,5,8
Kathmandu,19000000,8,2,3,4,15,Soil Stabilized,manamaiju,4,8
Kathmandu,25000000,5,5,3,5,15,Soil Stabilized,narayanthan,11,8
Kathmandu,20000000,12,4,3,5,15,Soil Stabilized,mahanagarpalika,8,8
Kathmandu,15000000,0,0,3,4,0,Soil Stabilized,thamel,0,8
Kathmandu,29000000,7,5,3,5,12,Soil Stabilized,pasikot,7,7
Kathmandu,2200000,0,0,3,4.75,13,Soil Stabilized,chapali,0,8
Kathmandu,1850000,0,0,3,6,0,Soil Stabilized,budhanilkantha,0,8
Lalitpur,3500000,0,0,3,5,13,Soil Stabilized,bhaisepati,0,8
Kathmandu,6000000,0,0,3,8.25,16,Soil Stabilized,baneshwor,0,8
Lalitpur,29000000,3,2,3,4.25,15,Soil Stabilized,bhaisepati,12,7
Lalitpur,3800000,0,0,3,5,13,Soil Stabilized,bhaisepati,0,8
Lalitpur,5500000,0,0,3,5,0,Soil Stabilized,bhaisepati,0,8
Lalitpur,5500000,0,0,3,6,0,Soil Stabilized,bhaisepati,0,8
Lalitpur,5500000,0,0,3,4,0,Soil Stabilized,bhaisepati,0,8
Lalitpur,5500000,0,0,3,8,20,Soil Stabilized,bhaisepati,1,8
Lalitpur,25000000,6,3,3,5,10,Soil Stabilized,kathmandu,2,8
Lalitpur,40000000,6,4,3,12,10,Soil Stabilized,near godawari village resort,7,13
Kathmandu,4500000,0,0,3,6.5,20,Soil Stabilized,bhatbhateni,0,8
Kathmandu,700000,0,0,3,5.375,13,Soil Stabilized,kavresthali,0,8
Pokhara,30000000,5,4,3,6,18,Soil Stabilized,pokhara,3,8
Pokhara,80000000,5,6,3,12,0,Soil Stabilized,pokhara,0,17
Pokhara,25000000,0,0,3,14,14,Soil Stabilized,raam bazar,0,8
Kathmandu,18000000,4,2,3,3.5,13,Soil Stabilized,dada pauwa,1,8
Lalitpur,23000000,7,3,3,5.625,16,Soil Stabilized,hattiban,0,8
Kathmandu,35000000,0,0,3,11,20,Soil Stabilized,kathmandu,4,8
Kathmandu,35000000,11,6,3,7,20,Soil Stabilized,baluwatar,0,8
Kathmandu,45000000,6,4,3,4,30,Soil Stabilized,baneshwor,0,8
Kathmandu,29500000,4,3,3,5,20,Soil Stabilized,sitapaila,2,8
Lalitpur,21000000,10,5,3,4.5,16,Soil Stabilized,bhaisepati,1,8
Lalitpur,28000000,12,5,3,4.5,13,Soil Stabilized,bhaisepati,1,8
Kathmandu,200000,4,5,3,10.51862673,0,Soil Stabilized,lazimpat,13,15
Kathmandu,170000000,0,0,3,7,30,Soil Stabilized,jamal,0,8
Kathmandu,11700000,0,0,3,3.3125,12,Soil Stabilized,sitapaila,0,8
Kathmandu,4000000,0,0,3,6,20,Soil Stabilized,pepsicola,0,8
Kathmandu,4000000,0,0,3,4.625,20,Soil Stabilized,pepsicola,0,8
Kathmandu,11000000,3,2,6,3.903579255,20,Soil Stabilized,pepsicola,8,11
Kathmandu,2500000,0,0,3,4.625,26.24672,Soil Stabilized,gothatar,0,8
Kathmandu,32500000,0,0,5,3,25,Soil Stabilized,maitidevi,10,8
Lalitpur,140000000,5,4,4,32,20,Soil Stabilized,nakhipot,13,8
Kathmandu,105000000,4,5,3,32,20,Soil Stabilized,budhanilkantha,13,8
Kathmandu,2700000,0,0,3,7.125,12,Soil Stabilized,budhanilkantha,2,8
Kathmandu,12000000,4,2,2,2.5,13,Soil Stabilized,sitapaila,4,8
Kathmandu,27000000,5,3,2,8,12,Soil Stabilized,budhanilkantha,4,11
Kathmandu,72500000,5,2,3,13,12,Soil Stabilized,baluwatar,5,8
